
309,0.04,0.68
6394,0.30,1.41
12481,0.04,0.64
18566,0.04,0.64
24650,0.04,0.72
30736,0.04,0.63
36820,0.04,0.63
42905,0.04,0.64
48991,0.04,0.64
55075,0.04,0.65
61160,0.04,0.64
67246,0.05,0.64
73330,0.05,0.65
79415,0.05,0.65
85500,0.05,0.64
91585,0.05,0.64
97671,0.04,0.64
103755,0.04,0.63
109840,0.04,0.63
115922,0.04,0.62
122004,0.04,0.61
128087,0.04,0.62
134168,0.04,0.61
140251,0.04,0.61
146332,0.04,0.60
152415,0.04,0.60
158497,0.04,0.60
164579,0.04,0.59
170660,0.04,0.59
176743,0.04,0.59
182830,0.04,0.59
188911,0.04,0.59
194994,0.04,0.59
201076,0.04,0.58
207158,0.04,0.58
213240,0.04,0.58
219322,0.04,0.58
225404,0.04,0.58
231487,0.04,0.58
237569,0.04,0.58
243651,0.04,0.58
249733,0.04,0.58
255815,0.04,0.58
261897,0.04,0.58
267979,0.04,0.57
274062,0.04,0.57
280143,0.04,0.57
286226,0.04,0.57
292307,0.04,0.57
298390,0.04,0.56
304473,0.04,0.56
310554,0.04,0.56
316637,0.04,0.56
322718,0.04,0.56
328801,0.04,0.56
334882,0.04,0.55
340965,0.04,0.55
347047,0.04,0.55
353134,0.04,0.55
359216,0.04,0.54
365298,0.04,0.54
371381,0.04,0.54
377462,0.04,0.53
383545,0.04,0.54
389626,0.04,0.54
395709,0.04,0.53
401790,0.04,0.53
407873,0.04,0.53
413956,0.04,0.53
420037,0.04,0.52
426120,0.04,0.52
432201,0.04,0.52
438284,0.04,0.52
444366,0.04,0.52
450448,0.04,0.52
456530,0.04,0.52
462612,0.04,0.51
468695,0.04,0.51
474776,0.04,0.51
480859,0.04,0.51
486941,0.04,0.51
493023,0.04,0.51
499105,0.04,0.51
505187,0.04,0.51
511269,0.04,0.51
517352,0.04,0.51
523433,0.04,0.51
529520,0.04,0.50
535603,0.04,0.50
541684,0.04,0.50
547767,0.04,0.50
553849,0.04,0.50
559931,0.04,0.50
566013,0.04,0.50
572095,0.04,0.50
578178,0.04,0.50
584259,0.04,0.49
590342,0.04,0.49
596424,0.04,0.49
602506,0.04,0.49
608588,0.04,0.49
614670,0.04,0.49
620752,0.04,0.49
626835,0.04,0.49
632916,0.04,0.49
638999,0.04,0.49
645081,0.04,0.49
651163,0.04,0.49
657245,0.04,0.49
663327,0.04,0.49
669410,0.04,0.49
675491,0.04,0.48
681574,0.04,0.48
687655,0.04,0.48
693738,0.04,0.48
699825,0.04,0.48
705907,0.04,0.48
711989,0.04,0.48
718071,0.04,0.48
724153,0.04,0.48
730235,0.04,0.48
736318,0.04,0.48
742400,0.04,0.48
748482,0.04,0.48
754564,0.04,0.48
760646,0.04,0.48
766729,0.04,0.48
772810,0.04,0.48
778893,0.04,0.49
784974,0.04,0.48
791057,0.04,0.48
797138,0.04,0.48
803221,0.04,0.48
809304,0.04,0.48
815385,0.04,0.48
821468,0.04,0.48
827549,0.04,0.48
833632,0.04,0.48
839714,0.04,0.47
845796,0.04,0.48
851878,0.04,0.47
857960,0.04,0.47
864043,0.04,0.47
870124,0.04,0.48
876211,0.04,0.47
882293,0.04,0.47
888376,0.04,0.47
894457,0.04,0.47
900540,0.04,0.48
906621,0.04,0.47
912704,0.04,0.48
918786,0.04,0.47
924868,0.04,0.47
930951,0.04,0.47
937032,0.04,0.46
943115,0.04,0.46
949196,0.04,0.46
955280,0.04,0.46
961362,0.04,0.47
967444,0.04,0.48
973527,0.04,0.48
979608,0.04,0.48
985691,0.04,0.48
991772,0.04,0.47
997855,0.04,0.47
1003937,0.04,0.47
1010019,0.04,0.47
1016101,0.04,0.47
1022184,0.04,0.46
1028265,0.04,0.46
1034348,0.04,0.46
1040430,0.04,0.46
1046516,0.04,0.46
1052599,0.04,0.47
1058681,0.04,0.46
1064763,0.04,0.46
1070845,0.04,0.46
1076927,0.04,0.47
1083010,0.04,0.47
1089092,0.04,0.47
1095175,0.04,0.46
1101256,0.04,0.46
1107339,0.04,0.45
1113420,0.04,0.46
1119503,0.04,0.46
1125585,0.04,0.47
1131667,0.04,0.47
1137750,0.04,0.46
1143831,0.04,0.46
1149914,0.04,0.46
1155995,0.04,0.46
1162078,0.04,0.46
1168160,0.04,0.46
1174243,0.04,0.46
1180324,0.04,0.46
1186407,0.04,0.46
1192488,0.04,0.47
1198576,0.04,0.46
1204658,0.04,0.46
1210744,0.04,0.46
1216827,0.04,0.46
1222908,0.04,0.47
1228991,0.04,0.47
1235073,0.04,0.46
1241155,0.04,0.46
1247237,0.04,0.46
1253319,0.04,0.46
1259401,0.04,0.46
1265482,0.04,0.46
1271565,0.04,0.46
1277647,0.04,0.46
1283729,0.04,0.46
1289811,0.04,0.46
1295893,0.04,0.46
1301975,0.04,0.46
1308057,0.04,0.46
1314140,0.04,0.46
1320221,0.04,0.46
1326304,0.04,0.46
1332385,0.04,0.47
1338467,0.04,0.46
1344549,0.04,0.47
1350632,0.04,0.46
1356713,0.04,0.47
1362796,0.04,0.46
1368878,0.04,0.46
1374964,0.04,0.46
1381047,0.04,0.46
1387129,0.04,0.46
1393211,0.04,0.46
1399293,0.04,0.47
1405375,0.04,0.47
1411458,0.04,0.46
1417540,0.04,0.46
1423622,0.04,0.47
1429704,0.04,0.46
1435786,0.04,0.46
1441868,0.04,0.46
1447951,0.04,0.46
1454032,0.04,0.46
1460115,0.04,0.46
1466196,0.04,0.46
1472279,0.04,0.46
1478361,0.04,0.46
1484443,0.04,0.45
1490526,0.04,0.45
1496607,0.04,0.46
1502690,0.04,0.46
1508772,0.04,0.46
1514854,0.04,0.46
1520936,0.04,0.46
1527019,0.04,0.46
1533101,0.04,0.46
1539187,0.04,0.46
1545270,0.04,0.46
1551351,0.04,0.46
1557434,0.04,0.46
1563516,0.04,0.47
1569599,0.04,0.47
1575681,0.04,0.46
1581763,0.04,0.46
1587846,0.04,0.46
1593928,0.04,0.46
1600010,0.04,0.46
1606092,0.04,0.46
1612174,0.04,0.46
1618256,0.04,0.46
1624339,0.04,0.46
1630422,0.04,0.46
1636503,0.04,0.46
1642586,0.04,0.46
1648668,0.04,0.46
1654750,0.04,0.46
1660832,0.04,0.46
1666915,0.04,0.45
1672997,0.04,0.46
1679079,0.04,0.46
1685161,0.04,0.46
1691243,0.04,0.46
1697326,0.04,0.46
1703413,0.04,0.46
1709495,0.04,0.46
1715577,0.04,0.46
1721660,0.04,0.45
1727741,0.04,0.46
1733824,0.04,0.46
1739907,0.04,0.46
1745988,0.04,0.46
1752071,0.04,0.46
1758153,0.04,0.46
1764235,0.04,0.46
1770317,0.04,0.46
1776400,0.04,0.46
1782482,0.04,0.46
1788564,0.04,0.46
1794647,0.04,0.45
1800729,0.04,0.45
1806812,0.04,0.45
1812893,0.04,0.45
1818976,0.04,0.45
1825058,0.04,0.45
1831141,0.04,0.45
1837223,0.04,0.45
1843306,0.04,0.45
1849389,0.04,0.44
1855472,0.04,0.44
1861556,0.04,0.45
1867643,0.04,0.46
1873725,0.04,0.47
1879808,0.04,0.47
1885890,0.04,0.47
1891973,0.04,0.47
1898054,0.04,0.47
1904137,0.04,0.47
1910219,0.04,0.46
1916302,0.04,0.47
1922383,0.04,0.47
1928466,0.04,0.47
1934547,0.04,0.47
1940630,0.04,0.47
1946713,0.04,0.47
1952795,0.04,0.47
1958877,0.04,0.47
1964959,0.04,0.47
1971042,0.04,0.46
1977123,0.04,0.46
1983207,0.04,0.46
1989291,0.04,0.46
1995374,0.04,0.46
2001457,0.04,0.46
2007540,0.04,0.47
2013624,0.04,0.47
2019706,0.04,0.47
2025790,0.04,0.47
2031870,0.04,0.48
2037953,0.04,0.49
2044035,0.04,0.49
2050117,0.04,0.49
2056199,0.04,0.49
2062281,0.04,0.49
2068364,0.04,0.49
2074446,0.04,0.49
2080528,0.04,0.48
2086610,0.04,0.48
2092693,0.04,0.48
2098776,0.04,0.48
2104857,0.04,0.48
2110940,0.04,0.48
2117022,0.04,0.48
2123104,0.04,0.48
2129186,0.04,0.48
2135269,0.04,0.48
2141350,0.04,0.48
2147433,0.04,0.48
2153516,0.04,0.48
2159597,0.04,0.48
2165680,0.04,0.48
2171762,0.04,0.48
2177845,0.04,0.48
2183926,0.04,0.48
2190013,0.04,0.48
2196096,0.04,0.48
2202178,0.04,0.48
2208261,0.04,0.48
2214342,0.04,0.48
2220425,0.04,0.48
2226507,0.04,0.48
2232589,0.04,0.48
2238671,0.04,0.48
2244754,0.04,0.48
2250836,0.04,0.48
2256918,0.04,0.47
2263001,0.04,0.47
2269082,0.04,0.47
2275165,0.04,0.47
2281247,0.04,0.48
2287330,0.04,0.47
2293411,0.04,0.47
2299494,0.04,0.47
2305576,0.04,0.47
2311659,0.04,0.47
2317741,0.04,0.47
2323823,0.04,0.47
2329906,0.04,0.47
2335987,0.04,0.48
2342070,0.04,0.48
2348152,0.04,0.47
2354239,0.04,0.47
2360322,0.04,0.47
2366403,0.04,0.47
2372486,0.04,0.47
2378568,0.04,0.47
2384651,0.04,0.47
2390732,0.04,0.47
2396815,0.04,0.47
2402897,0.04,0.47
2408979,0.04,0.47
2415062,0.04,0.47
2421144,0.04,0.47
2427226,0.04,0.47
2433308,0.04,0.47
2439391,0.04,0.47
2445472,0.04,0.47
2451555,0.04,0.47
2457637,0.04,0.47
